nome_organizacao,descricao_organizacao,categoria_organizacao,segmento_atuacao,tecnologias_disruptivas,fase_negocio,papel_no_ecossistema,M1_Agro,M2_Saude,M3_Infra_Mobilidade,M4_Transformacao_Digital,M5_Bioeconomia_Energia,M6_Defesa_Soberania,missoes_finais,cadastro_aprovado,autorizacao_divulgacao,cidade_sede,uf_sede,logo_url,site_organizacao,email_contato,fase_investimento_busca,incentivos_fiscais_municipio,orgao_responsavel_cti,tipo_organizacao,contato_divulgacao_cientifica,possui_nit,areas_expertise,tese_investimento,num_startups_investidas,programas_desenvolvimento,modelo_negocio,segmentacao_clientes,numero_funcionarios,fase_investimento_captada,busca_investimento,linkedin_url,preferencia_segmento,beneficios_programa,investimento_medio_startup,exige_equity
Aisten Lab,"Sistema de automação de processos repetitivos na area de Sublimação Esportiva (têxtil) Sistema de organização CRM e List, Catalogo digital Interativo Self Service, simulador esportivo 3D,4D e AR. Game Metaverse esportivo.",Startup,"Esporte, Gestão de negócios, Jogos, Moda, Tecnologia da informação, Varejo, Vendas","Realidade aumentada, Automação","Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Betim,MG,https://i.postimg.cc/j2ksvzwY/logo-aisten.jpg,http://www.aistenlab.com,aistenlab@gmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Nenhum,Assinatura (Receitas recorrentes através de compras repetidas),B2B (empresa para empresa),0-1 funcionário,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,http://linkedin.com/in/Aistenlab,,,, 
Morada Propriedades,"""A Morada é uma proptech que nasceu para prover moradia para as pessoas, transformando imóveis com problemas em novos lares. Atuamos resolvendo ineficiências no mercado de imóveis retomados, prospectando, analisando, adquirindo, regularizando, renovando e revendendo esses ativos por meio de talentos, tecnologias e de uma cadeia de valor aberta. Temos um forte viés de sustentabilidade e construímos nossas relações humanas pautadas pela confiança, horizontalidade, simplicidade e bom humor. Trabalhamos de maneira ágil, orientados aos nossos clientes, tomando decisões baseadas em evidências e buscando melhorar todos os dias.""",Startup,"Imóveis, Reciclagem","Big Data, AVM (Automated valuation method)","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,1,0,0,0,M3 Infra Mobilidade,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/g2n3TQVN/logo-size.jpg,http://www.moradaprop.com.br,carlos@moradaprop.com.br,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,Nenhum,Transacional (permite uma transação financeira em nome de um cliente e cobra uma taxa ou uma porcentagem do valor transacionado),B2C (empresa para consumidor),2-10 funcionários,Seed (Investimento total de 400 mil a 2 milhões de reais),Sim,https://www.linkedin.com/company/morada-propriedades/?viewAsMember=true,,,, 
Youdraw Inc. Ltda,Startup sediada em Belo horizonte/MG. Voltada para facilitar a criação de lojas virtuais para empreendedores.,Startup,Vendas,Bubble,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,1,1,0,0,"M3 Infra Mobilidade, M4 Transformacao Digital",Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/xCjrVFDp/Marca-3.png,https://www.youdraw.com.br/,financeiro@youdraw.com.br,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,Nenhum,"Marketplace (Atua como intermediário na venda de bem ou serviço entre vendedores e consumidores, geralmente cobrando taxa ou porcentagem do valor total transacionado)",C2C (consumidor para consumidor - onde a operação de compra e venda envolve apenas dois consumidores. A empresa que desenvolve o negócio realiza apenas o intermédio desta transação.),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/youdraw/,,,, 
Growise,"Growise é uma plataforma que facilita o compartilhamento de conhecimento dentro e entre empresas. Nós acreditamos que melhor do que qualquer treinamento, aprendemos com o exemplo. Na Growise, entendemos a dor de perder um colaborador, mas oferecemos uma solução para que o conhecimento fique na empresa, e que os colaboradores que passaram por ela saiam formados!",Startup,"Educação, Gestão de negócios, Recursos Humanos, Tecnologia da informação",Nenhuma,Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico),Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/pdBRzk9J/growise.jpg,https://www.linkedin.com/company/growiseonline/about/,lucasolive@hotmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Nenhum,"Assinatura, SaaS e Marketplace",B2B (empresa para empresa),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/growiseonline,,,, 
2maths,Com o intuito de apoiar a tomada de decisão e predição de novas oportunidades a partir de análise da dados a 2maths já validou seu modelo de negócio e agora busca integrar seu protótipo com uma demanda real.,Startup,"Gestão de negócios, Tecnologia da informação","Big Data, Deep Learning, Machine Learning",Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico),Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/DZQS3s2y/noun-learning-3377279.png,https://www.facebook.com/2mathsapp,thomaztbp@gmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Nenhum,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)","B2B (empresa para empresa), B2G (empresa para a administração pública)",2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/2maths/,,,, 
LOGPYX TECNOLOGIA S/A,"A LogPyx é especialista em localização de alta acurácia para soluções de otimização logística e industrial. Temos como foco a otimização e o aprimoramento dos fluxos logísticos de pessoas, veículos ou ativos com visibilidade em tempo real, utilizando mecanismos como UWB (Ultra Wideband), LPS (Local Position System) e AI(Artificial Intelligence). As soluções LogPyx têm alta precisão e rastreabilidade em tempo real para aplicações de supply-chain e indústrias. Temos clientes com redução de custo de estadia de R$ 6 MM ao ano, redução de leadtime de entrega de 30% e redução de custo de folha em processos de estocagem de 50%.",Startup,Indústria 4.0,IOT (Internet das Coisas),"Escala (Nesta fase a startup possui taxas de crescimento elevadas, já possui processos mais estruturados e busca se expandir para novas praças, como públicos, localidades, segmentos, etc)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/PJNfNz9w/2726.png,https://logpyx.com/,isadoraoliveira@logpyx.com,Series A (Investimento total de 2 milhões a 7 milhões de reais), , , , , , , , ,"FIEMG Lab, Mining Hub",Assinatura (Receitas recorrentes através de compras repetidas),B2B (empresa para empresa),11-50 funcionários,Seed (Investimento total de 400 mil a 2 milhões de reais),Sim,https://www.linkedin.com/company/logpyx/,,,, 
DataOcean,"Somos uma plataforma de dados e inteligência artificial para cadeias de suprimentos. Descomplicamos a ciência de dados para que pessoas e empresas comecem sua jornada em poucos minutos, sem qualquer necessidade de projeto ou integração tecnológica. Geramos insights acionáveis através de modelos de inteligênci artificial sobre os documentos fiscais eletrônicos.",Startup,"Gestão de negócios, Logística, Regulamentação e compliance, Sustentabilidade, Tecnologia da informação","Big Data, Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Patos de Minas,MG,https://i.postimg.cc/ydwqG3SN/Data-Ocean-logo-grande-full.png,http://www.dataocean.digital,bottaro@dataocean.digital,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,Founder Institute,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2B (empresa para empresa),2-10 funcionários,Pré-Seed (Investimento total de 100 mil a 400 mil reais),Sim,https://www.linkedin.com/company/dataoceandigital/,,,, 
Scripe,"Ferramenta de Inteligência Artificial que auxilia profissionais de marketing e empreendedores a escreverem textos persuasivos (copywriting) para aumentarem seus resultados de conversão em seus canais de divulgação e aquisição de clientes.

Em 8 meses de operação chegamos a ter mais de 500 clientes ativos e com mais de 80 usuários diários na plataforma.",Startup,"Publicidade, Tecnologia da informação, Vendas",Inteligência Artificial com Base em Consumo de API da open.ai,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/269d4kmd/comunica-ai-mascote.png,http://scripe.ai,eduardobmvaladares@gmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,Nenhum,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2B (empresa para empresa),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/scripe-ai/,,,, 
Digital Grid,Gestão de Créditos de Energia na Geração Distribuída,Startup,"Energia, Sustentabilidade","IOT (Internet das Coisas), Machine Learning","Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,0,1,0,1,0,"M3 Infra Mobilidade, M5 Bioeconomia Energia",Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/bJ2yn4Dt/image.png,https://dg.energy,falecom@dg.energy,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,"InovAtiva, Capital Empreendedor - Sebrae e Incubação tecnoPARQ","SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)",B2B (empresa para empresa),2-10 funcionários,Pré-Seed (Investimento total de 100 mil a 400 mil reais),Sim,https://www.linkedin.com/company/adigitalgrid,,,, 
IViJur,"Proposta: A IViJur - Inteligência Virtual Interativa Jurídica é uma solução fundada por advogadas que se propõe a revolucionar a comunicação no mercado jurídico. De forma criativa e revolucionária, através de uma única solução, a startup resolve a dor de advogados e seus clientes: a falta de comunicação e transparência sobre o passo a passo do que ocorre nos processos judiciais. Isso porque a IViJur monitora, diariamente, em todos os Tribunais de Justiça do país, os processos físicos e eletrônicos cadastrados em seu sistema. Assim, sempre que há um andamento, a novidade da Justiça é disparada diretamente no WhatsApp da pessoa cadastrada, através de um chatbot interativo, com o diferencial de que as mensagens são disparadas em uma linguagem simples e acessível ao leigo. Objetivo: transformar o acesso aos andamentos de processos judiciais, inaugurando uma nova forma de comunicação no mercado jurídico.
Principais resultados: Até o presente momento, outubro de 2020, a startup já atendeu diretamente mais de 4.000 clientes cadastrados em seu sistema, que são atualizados de forma automática sobre as novidades de seus processos, contando com mais de 20.000 mensagens disparadas.",Startup,Direito,Machine Learning,"Operação (Fase em que a startup atua de forma a consolidar um número considerável de primeiros clientes, mas ainda sem processos definidos)",Executores Diretos das Missões,0,0,0,1,0,0,M4 Transformacao Digital,Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/8cq13HJ3/IVi-Jur-logo.png,https://ivijur.com.br,m.carvalhoandrademkt@gmail.com, , , , , , , , , ,Lemonade,"SaaS (Disponibiliza softwares e soluções de tecnologia como um serviço, por meio de soluções hospodadas em nuvem)","B2C (empresa para consumidor), B2B2C (empresa para empresa para o consumidor - quando há primeiramente uma relação de venda entre empresas, para só depois atingir o cliente final)",2-10 funcionários,Seed (Investimento total de 400 mil a 2 milhões de reais),Não,https://www.linkedin.com/company/ivijur/,,,, 
Para Elas Mobilidade,Conectar Motoristas do Gênero Feminino com Passageiras do mesmo gênero.,Startup,"Cidades inteligentes, Mobilidade, Segurança",Big Data,"Tração (Início da consolidação e repetição de processos para áreas da startup, como vendas, marketing, recursos humanos, sucesso do cliente etc)",Executores Diretos das Missões,0,1,1,0,0,0,"M2 Saude, M3 Infra Mobilidade",Sim,Sim,Juiz de Fora,MG,https://i.postimg.cc/yd6yV2qV/Logo-Colorido-Escuro.png,https://paraelasmobilidade.com.br,contato@paraelasmobilidade.com.br,Seed (Investimento total de 400 mil a 2 milhões de reais), , , , , , , , ,Nenhum,"Baseado em uso (precificação do serviço é baseada no uso de um cliente durante um determinado período, denominado pelo que é o serviço da empresa (ex:, valor por uso de API, etc))",B2C (empresa para consumidor),2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/paraelasmobilidade/,,,, 
CAB - Clube Automotivo do Brasil,"Somos uma entidade de fomento e desenvolvimento do setor de veículos, que está elaborando um projeto de tecnologia para gestão e organização de empresas de manutenção de veículos, com projeto em desenvolvimento técnico, em fase de início do try out operacional. Já temos parceiros de serviços cadastrados em Belo Horizonte, Contagem e São Paulo, e capacidade parcial de atendimento em todo o território nacional.",Startup,"Automóveis, Educação, Gestão de negócios, Gestão de riscos, Mobilidade, Negócios sociais, Recursos Humanos","Big Data, IOT (Internet das Coisas), Machine Learning, Distribuição de valores por Split de Pagamento",Ideação (Fase de concepção da ideia até consolidação do Mínimo Produto Viável - MVP para um nicho de mercado específico),Executores Diretos das Missões,0,0,1,1,0,0,"M3 Infra Mobilidade, M4 Transformacao Digital",Sim,Sim,Belo Horizonte,MG,https://i.postimg.cc/d06tv8Mh/image.png,http://doctorkar.com.br,arturkennis@gmail.com,Pré-Seed (Investimento total de 100 mil a 400 mil reais), , , , , , , , ,SEED,Assinatura (Receitas recorrentes através de compras repetidas),B2C2B,2-10 funcionários,Recurso próprio ou bootstrap (Investimento total de até 100 mil reais),Sim,https://www.linkedin.com/company/clube-automotivo-do-brasil-cab/,,,, 
